0.1;[[27053815.0 'The Musketeer\xa0']];[[95720716.0 'Zero Dark Thirty\xa0' 'English']],[[6594136.0 'The Grandmaster\xa0' 'Mandarin']],[[6165429.0 'Rabbit-Proof Fence\xa0' 'Aboriginal']],[[5895238.0 'Casa de mi Padre\xa0' 'Spanish']],[[1050445.0 'Joyeux Noel\xa0' 'French']],[[10166502.0 'The Great Raid\xa0' 'Filipino']],[[563699.0 'Dum Maaro Dum\xa0' 'Hindi']],[[50859889.0 'Apocalypto\xa0' 'Maya']],[[77231.0 'Nomad: The Warrior\xa0' 'Kazakh']],[[6498000.0 'Baahubali: The Beginning\xa0' 'Telugu']],[[261481.0 '2046\xa0' 'Cantonese']],[[15081783.0 'Ponyo\xa0' 'Japanese']],[[499263.0 'The Passion of the Christ\xa0' 'Aramaic']],[[3500000.0 'A Fistful of Dollars\xa0' 'Italian']],[[542860.0 'Winter in Wartime\xa0' 'Dutch']],[[1127331.0 'Osama\xa0' 'Dari']],[[95016.0 'Summer Storm\xa0' 'German']],[[2283276.0 'Waltz with Bashir\xa0' 'Hebrew']],[[5701643.0 'Mongol: The Rise of Genghis Khan\xa0' 'Mongolian']],[[1487477.0 'Night Watch\xa0' 'Russian']],[[11905519.0 'The Protector\xa0' 'Thai']],[[447093.0 'Dekalog\xa0            ' 'Polish']],[[301305.0 'In the Land of Blood and Honey\xa0' 'Bosnian']],[[2181290.0 'Oldboy\xa0' 'Korean']],[[195888.0 'Fateless\xa0' 'Hungarian']],[[20262.0 'Futuro Beach\xa0' 'Portuguese']],[[252726.0 "Love's Abiding Joy\xa0" nan]],[[11835.0 'Of Horses and Men\xa0' 'Icelandic']],[[610968.0 'The Hunt\xa0' 'Danish']],[[50000.0 'My Lucky Star\xa0' 'Chinese']],[[1196752.0 'Headhunters\xa0' 'Norwegian']],[[617228.0 'I Served the King of England\xa0' 'Czech']],[[188870.0 'Easy Money\xa0' 'Swedish']],[[2601847.0 'Samsara\xa0' 'None']],[[2912363.0 'Tsotsi\xa0' 'Zulu']],[[505295.0 'Travelers and Magicians\xa0' 'Dzongkha']],[[1060591.0 'Caramel\xa0' 'Arabic']],[[638951.0 'Journey from the Fall\xa0' 'Vietnamese']],[[4105123.0 'The Raid: Redemption\xa0' 'Indonesian']],[[1185783.0 '4 Months, 3 Weeks and 2 Days\xa0' 'Romanian']],[[7098492.0 'A Separation\xa0' 'Persian']],[[110197.0 'Dogtooth\xa0' 'Greek']],;['Russia' 11],['Japan' 23],['Israel' 4],;760505847.0;{'English': 760505847.0, 'Mandarin': 128067808.0, 'Aboriginal': 72515360.0, 'Spanish': 45356386.0, 'French': 77413017.0, 'Filipino': 10166502.0, 'Hindi': 13876974.0, 'Maya': 50859889.0, 'Kazakh': 77231.0, 'Telugu': 6498000.0, 'Cantonese': 32333860.0, 'Japanese': 15081783.0, 'Aramaic': 499263.0, 'Italian': 15091542.0, 'Dutch': 4398392.0, 'Dari': 15797907.0, 'German': 11433134.0, 'Hebrew': 2408553.0, 'Mongolian': 5701643.0, 'Russian': 1487477.0, 'Thai': 11905519.0, 'Polish': 3826455.0, 'Bosnian': 301305.0, 'Korean': 2181290.0, 'Hungarian': 195888.0, 'Portuguese': 7563397.0, nan: 3000000.0, 'Icelandic': 11835.0, 'Danish': 1647780.0, 'Chinese': 50000.0, 'Norwegian': 1196752.0, 'Czech': 617228.0, 'Swedish': 188870.0, 'None': 2601847.0, 'Zulu': 2912363.0, 'Dzongkha': 505295.0, 'Arabic': 1060591.0, 'Vietnamese': 638951.0, 'Indonesian': 4105123.0, 'Romanian': 1185783.0, 'Persian': 7098492.0, 'Greek': 110197.0};3807
1;[[1391770.0 'Saving Private Perez\xa0']];[[100241322.0 'Shakespeare in Love\xa0' 'English']],[[626809.0 'Red Cliff\xa0' 'Mandarin']],[[72515360.0 'The Interpreter\xa0' 'Aboriginal']],[[1221261.0 'Nine Queens\xa0' 'Spanish']],[[2874.0 'The Girl on the Train\xa0' 'French']],[[10166502.0 'The Great Raid\xa0' 'Filipino']],[[4018695.0 'My Name Is Khan\xa0' 'Hindi']],[[50859889.0 'Apocalypto\xa0' 'Maya']],[[77231.0 'Nomad: The Warrior\xa0' 'Kazakh']],[[6498000.0 'Baahubali: The Beginning\xa0' 'Telugu']],[[2126511.0 'Ip Man 3\xa0' 'Cantonese']],[[48856.0 'Madadayo\xa0' 'Japanese']],[[499263.0 'The Passion of the Christ\xa0' 'Aramaic']],[[2835886.0 'The Great Beauty\xa0' 'Italian']],[[4398392.0 'Black Book\xa0' 'Dutch']],[[15797907.0 'The Kite Runner\xa0' 'Dari']],[[100412.0 'Buen Día, Ramón\xa0' 'German']],[[34151.0 'Censored Voices\xa0' 'Hebrew']],[[5701643.0 'Mongol: The Rise of Genghis Khan\xa0' 'Mongolian']],[[1487477.0 'Night Watch\xa0' 'Russian']],[[11905519.0 'The Protector\xa0' 'Thai']],[[447093.0 'Dekalog\xa0            ' 'Polish']],[[301305.0 'In the Land of Blood and Honey\xa0' 'Bosnian']],[[128486.0 'The Good, the Bad, the Weird\xa0' 'Korean']],[[195888.0 'Fateless\xa0' 'Hungarian']],[[7563397.0 'City of God\xa0' 'Portuguese']],[[1066555.0 'September Dawn\xa0' nan]],[[11835.0 'Of Horses and Men\xa0' 'Icelandic']],[[1647780.0 'The Celebration\xa0' 'Danish']],[[50000.0 'My Lucky Star\xa0' 'Chinese']],[[313436.0 'Elling\xa0' 'Norwegian']],[[617228.0 'I Served the King of England\xa0' 'Czech']],[[188870.0 'Easy Money\xa0' 'Swedish']],[[2601847.0 'Samsara\xa0' 'None']],[[2912363.0 'Tsotsi\xa0' 'Zulu']],[[505295.0 'Travelers and Magicians\xa0' 'Dzongkha']],[[1060591.0 'Caramel\xa0' 'Arabic']],[[638951.0 'Journey from the Fall\xa0' 'Vietnamese']],[[4105123.0 'The Raid: Redemption\xa0' 'Indonesian']],[[1185783.0 '4 Months, 3 Weeks and 2 Days\xa0' 'Romanian']],[[439958.0 'Circumstance\xa0' 'Persian']],[[110197.0 'Dogtooth\xa0' 'Greek']],;['Pakistan' 1],['USA' 3807],['Australia' 55],;760505847.0;{'English': 760505847.0, 'Mandarin': 128067808.0, 'Aboriginal': 72515360.0, 'Spanish': 45356386.0, 'French': 77413017.0, 'Filipino': 10166502.0, 'Hindi': 13876974.0, 'Maya': 50859889.0, 'Kazakh': 77231.0, 'Telugu': 6498000.0, 'Cantonese': 32333860.0, 'Japanese': 15081783.0, 'Aramaic': 499263.0, 'Italian': 15091542.0, 'Dutch': 4398392.0, 'Dari': 15797907.0, 'German': 11433134.0, 'Hebrew': 2408553.0, 'Mongolian': 5701643.0, 'Russian': 1487477.0, 'Thai': 11905519.0, 'Polish': 3826455.0, 'Bosnian': 301305.0, 'Korean': 2181290.0, 'Hungarian': 195888.0, 'Portuguese': 7563397.0, nan: 3000000.0, 'Icelandic': 11835.0, 'Danish': 1647780.0, 'Chinese': 50000.0, 'Norwegian': 1196752.0, 'Czech': 617228.0, 'Swedish': 188870.0, 'None': 2601847.0, 'Zulu': 2912363.0, 'Dzongkha': 505295.0, 'Arabic': 1060591.0, 'Vietnamese': 638951.0, 'Indonesian': 4105123.0, 'Romanian': 1185783.0, 'Persian': 7098492.0, 'Greek': 110197.0};3807
10;[[71277420.0 'Scary Movie 2\xa0']];[[52799004.0 'Message in a Bottle\xa0' 'English']],[[128067808.0 'Crouching Tiger, Hidden Dragon\xa0' 'Mandarin']],[[72515360.0 'The Interpreter\xa0' 'Aboriginal']],[[44456509.0 'Instructions Not Included\xa0' 'Spanish']],[[4857376.0 "Paris, je t'aime\xa0" 'French']],[[10166502.0 'The Great Raid\xa0' 'Filipino']],[[13876974.0 'Monsoon Wedding\xa0' 'Hindi']],[[50859889.0 'Apocalypto\xa0' 'Maya']],[[77231.0 'Nomad: The Warrior\xa0' 'Kazakh']],[[6498000.0 'Baahubali: The Beginning\xa0' 'Telugu']],[[32333860.0 'Rumble in the Bronx\xa0' 'Cantonese']],[[10037390.0 'Godzilla 2000\xa0' 'Japanese']],[[499263.0 'The Passion of the Christ\xa0' 'Aramaic']],[[6100000.0 'The Good, the Bad and the Ugly\xa0' 'Italian']],[[4398392.0 'Black Book\xa0' 'Dutch']],[[15797907.0 'The Kite Runner\xa0' 'Dari']],[[11433134.0 'Das Boot\xa0' 'German']],[[2283276.0 'Waltz with Bashir\xa0' 'Hebrew']],[[5701643.0 'Mongol: The Rise of Genghis Khan\xa0' 'Mongolian']],[[1487477.0 'Night Watch\xa0' 'Russian']],[[11905519.0 'The Protector\xa0' 'Thai']],[[3826455.0 'Ida\xa0' 'Polish']],[[301305.0 'In the Land of Blood and Honey\xa0' 'Bosnian']],[[2181290.0 'Oldboy\xa0' 'Korean']],[[195888.0 'Fateless\xa0' 'Hungarian']],[[7563397.0 'City of God\xa0' 'Portuguese']],[[3000000.0 'Over the Hill to the Poorhouse\xa0' nan]],[[11835.0 'Of Horses and Men\xa0' 'Icelandic']],[[1647780.0 'The Celebration\xa0' 'Danish']],[[50000.0 'My Lucky Star\xa0' 'Chinese']],[[1196752.0 'Headhunters\xa0' 'Norwegian']],[[617228.0 'I Served the King of England\xa0' 'Czech']],[[188870.0 'Easy Money\xa0' 'Swedish']],[[2601847.0 'Samsara\xa0' 'None']],[[2912363.0 'Tsotsi\xa0' 'Zulu']],[[505295.0 'Travelers and Magicians\xa0' 'Dzongkha']],[[1060591.0 'Caramel\xa0' 'Arabic']],[[638951.0 'Journey from the Fall\xa0' 'Vietnamese']],[[4105123.0 'The Raid: Redemption\xa0' 'Indonesian']],[[1185783.0 '4 Months, 3 Weeks and 2 Days\xa0' 'Romanian']],[[7098492.0 'A Separation\xa0' 'Persian']],[[110197.0 'Dogtooth\xa0' 'Greek']],;['Slovenia' 1],['Finland' 1],['South Africa' 8],;760505847.0;{'English': 760505847.0, 'Mandarin': 128067808.0, 'Aboriginal': 72515360.0, 'Spanish': 45356386.0, 'French': 77413017.0, 'Filipino': 10166502.0, 'Hindi': 13876974.0, 'Maya': 50859889.0, 'Kazakh': 77231.0, 'Telugu': 6498000.0, 'Cantonese': 32333860.0, 'Japanese': 15081783.0, 'Aramaic': 499263.0, 'Italian': 15091542.0, 'Dutch': 4398392.0, 'Dari': 15797907.0, 'German': 11433134.0, 'Hebrew': 2408553.0, 'Mongolian': 5701643.0, 'Russian': 1487477.0, 'Thai': 11905519.0, 'Polish': 3826455.0, 'Bosnian': 301305.0, 'Korean': 2181290.0, 'Hungarian': 195888.0, 'Portuguese': 7563397.0, nan: 3000000.0, 'Icelandic': 11835.0, 'Danish': 1647780.0, 'Chinese': 50000.0, 'Norwegian': 1196752.0, 'Czech': 617228.0, 'Swedish': 188870.0, 'None': 2601847.0, 'Zulu': 2912363.0, 'Dzongkha': 505295.0, 'Arabic': 1060591.0, 'Vietnamese': 638951.0, 'Indonesian': 4105123.0, 'Romanian': 1185783.0, 'Persian': 7098492.0, 'Greek': 110197.0};3807
